stars,sentiment,review
4,positive,terbang nyaman tiket pesawat murah antri chekinsering dlay enak bete kadang kadang ontime
4,positive,terbang rangka libur keluarga terbang malam bal surabaya web check checkin berangkat cuaca bagus hujan awan tebal sulit tembus awan tebal pilot handal hasil darat butuh ekstra darat mulus malam puas layan
5,positive,terbang lombok denpasar jalan hebat padan bayar layan bagus delay
4,positive,terbang pekanbaru palembang bukti senang senang turun jambi pindah duduk tuju palembang terbang kering cangkir kopi palembang gelombang turbulensi angin silang pilot koreksi bantal tinggi saatsaat jalan singkat apaapa terbang
5,positive,terbang rute cgksin pklal terbang boarding terbang durasi menit bersih kabin awak kabin ramah makan saji tarik pilih nasi kuning nasi goreng porsi sesuai standar kelas ekonomi senang terbang coba nikmat full service airline harga miring pilih hibur minim film perangkat hibur teknologi baru layar sentuh responsif tingkat layan group
4,positive,terbang pilih baik cepat nyampe jakarta tinggal jawa barat ambon terbang wit halim wib fasilitas pelanyan terbang bagus
4,positive,terbang bikin tenang hati on time pramugari ramah tugas darat cekat
4,positive,terbang traveler berangkat tunda ratarata harga buruk terkadang harga bagus jalan domestik indonesia traveler saran mes terbang kecewa delay rekomendasi sila bandara checkin antri tempat outlet tuju terbang delay santai tumpang mengupdate berangkat terbang terkadang tugas terbang bad mood counter ruang tunggu adu nikmat santai harga tiket rusak rekening bank indah indonesia
4,positive,terbang surabaya tuju tara kalimantan utara nyaman terbang take off landing akurat tambah nyaman terbang
5,positive,terbang senang nikmat terbang fasilitas sedia
5,positive,terbang mudah mes online cepat terbang staf senang bantu alami satusatunya asia bagasi gratis terbang domestik terbang internasional harga rendah mes jauhjauh tuju terbang
4,positive,terbang airbus sungguh senang badan lebar kapasitas tumpang
5,positive,terbang suasana nyaman fasilitas bagus mustahil terbang dapat harga jangkau fasilitas bagus layan flight attandant excellent
5,positive,terbang domestik hubung lionpura chiang mai terbang sg cnx putus singgah bangkok temu teman rute memutartransit bandara don muang senang terminal don muang segar baru terbang domestik cinta kuliner suka terminal pilih makan lantai terminal fasilitas sleep box alami celaka terbang sinyal wifi terminal transit pilih belanja sedia
4,positive,terbang kota pahlawan pulang pergi singa merah jalan muas tepat sembilan puluh persen layan standar ekonomi kursi nyaman layan sesuai harga
4,positive,terbang manado terbang nikmat jarak tempuh hibur tv tiaptiap seat bawa earphone bayar rp beli earphone cabin crew pilih makan bagi makan cabin crew mereview speed bagi bagasi kabin luas kursi jarak kursi luas kakak suka on time bingung miles terbang tunjuk kartu miles check in point ubah mudahmudahan tahan kualitas tingkat
5,positive,terima kasih group group pergi yogyakarta bandung oktober delay cuaca boarding betapa miskin nikmat terbang jarak yogyakarta menit terbang keliling kota yogyakarta darat sebab lintas padat latih militer perintah pilot terima kasih
4,positive,kes interior krn msh nampak bersih entertainment sgt hibur krn jalan bolak tuju pendek menit film hr nonton tamat judul lupa ttg agen rahasia puas kadang harga kadang lbh sekian persen nyaman
5,positive,lepas buruk dengar terbang indonesia milik terbang usaha mitra baltik alam bagus terbang lepas landas menit ramah hapus bagasi bagus
4,positive,harga promo long weekend holiday terbang on time kabin krew ramah
4,positive,thai hemat pilih alas utama tawar bagasi checkin pilih kursi gratis terbang delay untung makan ringan gratis saji
4,positive,thai terbang biaya rendah harga jangkau terbang phuket bangkok jadwal terbang beda cocok pergi capai terbang jumat malam bangkok mes kursi muka bulan harga baht jalan muat bagasi gratis jinjing tambah dar checkin antri checkin
4,positive,thai terbang domestik reguler tawar harga kompetitif layan adil staf darat gerbang awak milik mampu bahasa inggris pada bicara thailand akrab aksen thailish terampil komunikatif lampau paham butuh latih bahasa bingung thailand nonpribumi akrab aksen thailish
4,positive,bal pake favorit timing harga pas berangkat sampe bal siang bal
4,positive,tuju sesuai jadwal tentu landing soft makan complimentarynya nasi goreng lumayan ruang kaki relatif nyaman good
4,positive,pilih boarding on time landing on time berangkat pagi pramugari lumayan ramah tumpang lumayan penuh moga
4,positive,salah terbang berangkat harga bagus layan dasar keluh harga senang terbang
4,positive,terbang biaya rendah milik harga kompetitif tawar bagasi pilih kursi gratis boeing berangkat kru penuh perhati kejut
5,positive,tiket murah checkin ramai antri web checkin loket web checkin makan ringan minum gratis sedia kapal
4,positive,tumben ontime jadwal berangkat udah lumayan nunggu sampe take off lumayan gerahgerah anmandi keringat runway traffic cuaca buruk awan guncang kencang but landing smooth banget
4,positive,boarding sesuai jadwal delay take off landing jalan mulus staff ramah tawar makan minum makan lumayan jenis makan tawar terbang nyaman dahulu selesai makan staff ambil sampah bekas makan ramah fasilitas dalam pesawat lcd putar movie or lagu
5,positive,harga tiket beda tiket biaya rendah layan dapat lambat aktivitas angkat udara pilih film serial tv jalan nyaman senang
5,positive,kelas bisnis nyaman duduk empuk legroom luas kaki pegal duduk luas empuk duduk tidur nyaman makan welcome drink sedia tarik
4,positive,perlu bisnis kunci utama puas langgan selealu hasil wujud jalan saran biasa tolong perhati boarding time boarding time jadwal terbang maju menit sisi armada fasilitas nyaman seri boeing airbuss seri baru landing mostly pilot smooth kecuali ada cuaca buruk but overall muas
4,positive,sekian jalan tugas beda malam terbang problem dengar audio tv sedia lupa bawa headset sedia informasi penumpan sayang
4,positive,sekian terbang wings awak kabin awak kabin nyaman tumpang sabar hadap tumpang keras kepala
5,positive,traveller me minimalisir biaya operasional jasa angkut udara saran delay terbang harga tiket ekonomis traveller biaya libur
4,positive,terbang domestik pilih garuda indonesia terbang layan makan bagus tarik harga tiket temasuk murah banding fasilitas
4,positive,terbang bukti takut terbang harga sih sambut ramah ramah tipikal orangorang indonesia alhamdulillah barangbarang hasil selamat orang tuju khawatir review orangorang bagasiya tinggal transit landingnya kasar notabene budget tinggisaya ngtidak buruk mabuk tubuh ukur normal indonesia otomatis ruang kaki kelas ekonomi fasilitas web checkinnya bantu delay
4,positive,pergi gorontalo semarang baik alam kualitas bintang makan nyaman hibur jalan indonesia timur pergi kamboja thailand semarang
4,positive,jalan audit sub pagi pilih terbang pagi delay lambat kantor layan ok skrg entertainmentnya makan minum roti putih dus wadah kantong kertas
4,positive,boarding ontime terbang premium ala star konsep tiru garuda bagi surat kabar permen minum teh kopi jus garuda box isi roti aqua botol lambang armada ac dingin hibur variasi pilih film sedia headset bawa headset beli lumayan
5,positive,lebaran anak pulang jakarta bandara halim yogyakarta singkat cerita lebaran yogya karna ayah dines sana pulang ken flight pake karna anak hibur tv samping harga mahal pulak dapet cemilan layan alhamdulillah muas singkat cerita pulang bawa lumayan tas pribadi pegang tas diwrap taro cabin halim sampa tempat ambil baggage inget tas cabin tinggal saking rempong gendong anak sempet panik tolong tugas alhamdulillah gerak cepat isi form sempet baca inti form nyata barang kaya tas utuh alias aman bantu
4,positive,temen abdi terbang jogja lombok kena gempa layan antri bagasi terbang molor
4,positive,counter customer service stand by loh udah
4,positive,berangkat makan lumayan pramugari ok darat srdikit kasar
5,positive,libur keluarga balidenapasarmenuju surabyasebelum take off tumpang bisnis jus handuk hangatpenerbangannya menitjadi ife berfungsitapi terbang menit kabin toliet bersihmakanan beupa snackrotipuddingkue keciilsangat enakdan pramugari ramah putih
4,positive,november regi makkasar airpesawat tumpang boeing max suka lengkap head rest nyamanselama terbang sedia makananhanya sedia airpramugari ramah
5,positive,terbang sahabat layan harga kompetitif layan kualitas baik
4,positive,group kualitas beda layan telat delay terbang layan layar interaktif wisatawan tonton film dengar musik terbang bawa earphone
4,positive,harga murah full service layan crew hidang terbang ife otp dekat full service muas
4,positive,terbang delay menit layan crew kejut baikbaik lanjut baik
4,positive,grup relatif on time sayang padat bandara soekarno hatta pagi padat gate runway antri butuh layan pramugari makan lumayan
4,positive,bus serius terbang benah
5,positive,woowwww delay bagus bagus murah pergi bantu hemat uang suka atur bantu tumpang bagasi kabin
4,positive,wow utara si biru bersih kursi balut jok kulit kes bersih layar sentuh tv responsif pramugari ramah harga murah kurang film anakanak update
5,positive,alam delay makan delay jam tingkat atur sukses
4,positive,terbang harga murah kemarin jalan denpasar kendala delay gk heran kemarin delay jaman bal malam
4,positive,yah kejut milik terbang sesuai jadwal terbang gelombang pikir normal bulu berangkat darat
5,positive,nama harga barang hehehe so far ngerasa spent worth it kalo beli barang bagus harga mahal murah kualitas segitu heheheh so far brand udah declare kalo tawar terbang ekonomis ingkarin janji delay mah biaasa nama banget rute pesawat antri gamau delay layan silah gada heheheh simple
5,positive,suka tarif murah seringkali lcc snack hibur ife duduk on time terbang berangkat cepat jadwal kekurangannnya bandara counter checkin gabung grup antri webcheck in wajib lapor meja checkin cetak boarding pass praktis sita
4,positive,suka harga tiket bagasi pusing tambah biaya suka ruang kaki luas banding budget pulang pergi tepat terbang
